pair_id,condition,delta,period,t0_rel,t1_rel,T_seg,n_A,n_B,sufficient,n_matched,S,z_S,p_right,p_left,null_mean,null_sd,STR,Max_episode,n_windows,n_episodes
20170710_13_14_03,invisible,0.1,P3,60.0,180.0,115.7,156,210,1,73,0.3989071038251366,-2.0558739863076827,0.9808019198080192,0.026997300269973,0.4638213114754098,0.0315749934493106,0.0,0.0,111,0
20170710_15_16_01,invisible,0.1,P1,0.0,20.0,20.0,21,25,1,9,0.391304347826087,0.4976348636630199,0.4077592240775922,0.7315268473152685,0.3401652173913043,0.1027643643340314,0.0,0.0,16,0
20170710_15_16_01,invisible,0.1,P2,20.0,60.0,39.99999999999999,39,45,1,10,0.238095238095238,-0.9783422118429564,0.8621137886211379,0.2344765523447655,0.3132642857142857,0.0768330822376023,0.0,0.0,36,0
20170710_15_16_01,invisible,0.1,P3,60.0,180.0,111.3,97,114,1,23,0.2180094786729857,-1.371719137336055,0.9293070692930708,0.0920907909209079,0.2820464454976303,0.0466837307154637,0.0,0.0,107,0
20170710_15_16_02,invisible,0.1,P1,0.0,20.0,20.0,22,26,1,10,0.4166666666666667,0.6326326746933099,0.3133686631336866,0.7907209279072093,0.3529041666666667,0.100789134912943,0.1500000000000002,3.0000000000000036,16,1
20170710_15_16_02,invisible,0.1,P2,20.0,60.0,40.0,43,48,1,14,0.3076923076923077,-0.4088965797894661,0.6746325367463254,0.406959304069593,0.3408065934065934,0.0809845015855493,0.0,0.0,36,0
20170710_15_16_02,invisible,0.1,P3,60.0,180.0,113.7,104,122,1,30,0.2654867256637168,-0.7018571868482983,0.7928207179282072,0.2686731326867313,0.2956725663716814,0.0430085226362282,0.0,0.0,109,0
20170710_15_16_03,invisible,0.1,P1,0.0,20.0,20.0,21,21,1,7,0.3333333333333333,0.2633089939745011,0.4301569843015698,0.6847315268473153,0.3048428571428571,0.1082016825951459,0.0,0.0,16,0
20170710_15_16_03,invisible,0.1,P2,20.0,60.0,40.0,35,45,1,15,0.375,1.1737530410665262,0.1563843615638436,0.9152084791520848,0.29141,0.0712160029200403,0.0,0.0,36,0
20170710_15_16_03,invisible,0.1,P3,60.0,180.0,111.9,97,116,1,27,0.2535211267605634,-0.6827692188914681,0.7738226177382261,0.285971402859714,0.2837342723004695,0.0442508899111761,0.0268096514745308,3.0,107,1
