pair_id,condition,delta,period,a_time,b_time,dt,a_time_rel,b_time_rel
20170706_03_04_01,visible,0.1,P3,80.9,80.8,0.10000000000000853,75.0,74.89999999999999
20170706_03_04_01,visible,0.1,P3,81.3,81.3,0.0,75.39999999999999,75.39999999999999
20170706_03_04_01,visible,0.1,P3,82.0,82.0,0.0,76.1,76.1
20170706_03_04_01,visible,0.1,P3,82.6,82.7,-0.10000000000000853,76.69999999999999,76.8
20170706_03_04_01,visible,0.1,P3,83.2,83.3,-0.09999999999999432,77.3,77.39999999999999
20170706_03_04_01,visible,0.1,P3,88.0,87.9,0.09999999999999432,82.1,82.0
20170706_03_04_01,visible,0.1,P3,88.5,88.6,-0.09999999999999432,82.6,82.69999999999999
20170706_03_04_01,visible,0.1,P3,89.2,89.2,0.0,83.3,83.3
20170706_03_04_01,visible,0.1,P3,91.4,91.5,-0.09999999999999432,85.5,85.6
20170706_03_04_01,visible,0.1,P3,92.0,92.1,-0.09999999999999432,86.1,86.19999999999999
20170706_03_04_01,visible,0.1,P3,92.7,92.7,0.0,86.8,86.8
20170706_03_04_01,visible,0.1,P3,93.4,93.3,0.10000000000000853,87.5,87.39999999999999
20170706_03_04_01,visible,0.1,P3,93.9,93.8,0.10000000000000853,88.0,87.89999999999999
20170706_03_04_01,visible,0.1,P3,96.1,96.2,-0.10000000000000853,90.19999999999999,90.3
20170706_03_04_01,visible,0.1,P3,96.7,96.7,0.0,90.8,90.8
20170706_03_04_01,visible,0.1,P3,97.3,97.3,0.0,91.39999999999999,91.39999999999999
20170706_03_04_01,visible,0.1,P3,107.9,108.0,-0.09999999999999432,102.0,102.1
20170706_03_04_01,visible,0.1,P3,108.5,108.5,0.0,102.6,102.6
20170706_03_04_01,visible,0.1,P3,109.2,109.2,0.0,103.3,103.3
20170706_03_04_01,visible,0.1,P3,109.9,109.8,0.10000000000000853,104.0,103.89999999999999
20170706_03_04_01,visible,0.1,P3,111.7,111.8,-0.09999999999999432,105.8,105.89999999999999
20170706_03_04_01,visible,0.1,P3,112.4,112.5,-0.09999999999999432,106.5,106.6
20170706_03_04_01,visible,0.1,P3,113.1,113.2,-0.10000000000000853,107.19999999999999,107.3
20170706_03_04_01,visible,0.1,P3,113.9,113.9,0.0,108.0,108.0
20170706_03_04_01,visible,0.1,P3,123.8,123.8,0.0,117.89999999999999,117.89999999999999
20170706_03_04_01,visible,0.1,P3,124.5,124.5,0.0,118.6,118.6
20170706_03_04_01,visible,0.1,P3,126.5,126.6,-0.09999999999999432,120.6,120.69999999999999
20170706_03_04_01,visible,0.1,P3,136.2,136.2,0.0,130.29999999999998,130.29999999999998
20170706_03_04_01,visible,0.1,P3,136.8,136.8,0.0,130.9,130.9
20170706_03_04_01,visible,0.1,P3,137.4,137.3,0.09999999999999432,131.5,131.4
20170706_03_04_01,visible,0.1,P3,140.9,141.0,-0.09999999999999432,135.0,135.1
20170706_03_04_01,visible,0.1,P3,141.5,141.5,0.0,135.6,135.6
20170706_03_04_01,visible,0.1,P3,142.8,142.7,0.10000000000002274,136.9,136.79999999999998
20170706_03_04_01,visible,0.1,P3,144.7,144.6,0.09999999999999432,138.79999999999998,138.7
20170706_03_04_01,visible,0.1,P3,145.9,145.9,0.0,140.0,140.0
20170706_03_04_01,visible,0.1,P3,146.6,146.5,0.09999999999999432,140.7,140.6
20170706_03_04_01,visible,0.1,P3,154.8,154.9,-0.09999999999999432,148.9,149.0
20170706_03_04_01,visible,0.1,P3,156.3,156.3,0.0,150.4,150.4
