video,condition,period,delta,null,n_a,n_b,n_match,S,zS,p
20170707_01_02_03,invisible,P3,1.0,grid,168,192,135,0.75,0.0762091923088726,0.5107446276861569
20170707_03_04_01,invisible,P1,0.1,continuous,28,24,11,0.4230769230769231,0.9890295459243019,0.21339330334832585
20170707_03_04_01,invisible,P2,0.1,continuous,59,49,24,0.4444444444444444,3.361116937897848,0.0004997501249375312
20170707_03_04_01,invisible,P3,0.1,continuous,178,131,60,0.3883495145631068,4.447231637548732,0.0004997501249375312
20170707_03_04_01,invisible,P1,0.1,grid,28,24,11,0.4230769230769231,-0.7325026593700359,0.8120939530234883
20170707_03_04_01,invisible,P2,0.1,grid,59,49,24,0.4444444444444444,0.8332873398037446,0.271864067966017
20170707_03_04_01,invisible,P3,0.1,grid,178,131,60,0.3883495145631068,0.36958090249557335,0.391304347826087
20170707_03_04_01,invisible,P1,0.2,continuous,28,24,20,0.7692307692307693,1.6128614611945724,0.0769615192403798
20170707_03_04_01,invisible,P2,0.2,continuous,59,49,37,0.6851851851851852,3.095949838754244,0.0004997501249375312
20170707_03_04_01,invisible,P3,0.2,continuous,178,131,88,0.56957928802589,2.3406899215320274,0.008995502248875561
20170707_03_04_01,invisible,P1,0.2,grid,28,24,20,0.7692307692307693,0.33656236752869695,0.5632183908045977
20170707_03_04_01,invisible,P2,0.2,grid,59,49,37,0.6851851851851852,1.204819537428651,0.15292353823088456
20170707_03_04_01,invisible,P3,0.2,grid,178,131,88,0.56957928802589,-1.0948802534680515,0.8810594702648675
20170707_03_04_01,invisible,P1,0.3,continuous,28,24,21,0.8076923076923077,0.17449367721327178,0.6501749125437282
20170707_03_04_01,invisible,P2,0.3,continuous,59,49,43,0.7962962962962963,2.6713676171756062,0.0034982508745627187
20170707_03_04_01,invisible,P3,0.3,continuous,178,131,101,0.6537216828478964,-0.2628708995510979,0.6611694152923538
20170707_03_04_01,invisible,P1,0.3,grid,28,24,21,0.8076923076923077,-0.5005381080104115,0.8765617191404298
20170707_03_04_01,invisible,P2,0.3,grid,59,49,43,0.7962962962962963,1.8136282282426341,0.05997001499250375
20170707_03_04_01,invisible,P3,0.3,grid,178,131,101,0.6537216828478964,-2.019100302944725,0.9860069965017492
20170707_03_04_01,invisible,P1,0.5,continuous,28,24,21,0.8076923076923077,-0.810161415038342,0.9375312343828086
20170707_03_04_01,invisible,P2,0.5,continuous,59,49,44,0.8148148148148148,1.6191131975721815,0.09095452273863068
20170707_03_04_01,invisible,P3,0.5,continuous,178,131,108,0.6990291262135923,-1.3403904994922817,0.9365317341329336
20170707_03_04_01,invisible,P1,0.5,grid,28,24,21,0.8076923076923077,-0.9838554637455686,0.9645177411294353
20170707_03_04_01,invisible,P2,0.5,grid,59,49,44,0.8148148148148148,1.2805822478123936,0.1374312843578211
20170707_03_04_01,invisible,P3,0.5,grid,178,131,108,0.6990291262135923,-1.8587411629306507,0.9780109945027486
20170707_03_04_01,invisible,P1,1.0,continuous,28,24,21,0.8076923076923077,-0.8613815933154573,0.9500249875062469
20170707_03_04_01,invisible,P2,1.0,continuous,59,49,44,0.8148148148148148,1.0503668760741638,0.19540229885057472
20170707_03_04_01,invisible,P3,1.0,continuous,178,131,111,0.7184466019417476,-1.0847990372193088,0.9070464767616192
20170707_03_04_01,invisible,P1,1.0,grid,28,24,21,0.8076923076923077,-0.9930973979726009,0.9650174912543729
20170707_03_04_01,invisible,P2,1.0,grid,59,49,44,0.8148148148148148,0.8712414363055054,0.2768615692153923
20170707_03_04_01,invisible,P3,1.0,grid,178,131,111,0.7184466019417476,-1.3375644152503976,0.9405297351324338
20170707_03_04_02,invisible,P1,0.1,continuous,23,16,6,0.3076923076923077,0.5339111609880404,0.44677661169415295
20170707_03_04_02,invisible,P2,0.1,continuous,64,53,24,0.41025641025641024,1.9142035183731876,0.041979010494752625
20170707_03_04_02,invisible,P3,0.1,continuous,178,127,45,0.29508196721311475,1.4516914170469097,0.09045477261369315
20170707_03_04_02,invisible,P1,0.1,grid,23,16,6,0.3076923076923077,-0.9880535071917635,0.8790604697651174
20170707_03_04_02,invisible,P2,0.1,grid,64,53,24,0.41025641025641024,-0.3647067608724507,0.6816591704147926
20170707_03_04_02,invisible,P3,0.1,grid,178,127,45,0.29508196721311475,-2.0538103714541114,0.9875062468765617
20170707_03_04_02,invisible,P1,0.2,continuous,23,16,12,0.6153846153846154,1.0843640826178853,0.2413793103448276
20170707_03_04_02,invisible,P2,0.2,continuous,64,53,43,0.7350427350427351,2.654570539605697,0.0079960019990005
20170707_03_04_02,invisible,P3,0.2,continuous,178,127,98,0.6426229508196721,4.502743334460014,0.0004997501249375312
20170707_03_04_02,invisible,P1,0.2,grid,23,16,12,0.6153846153846154,-0.3048330126121155,0.7576211894052973
20170707_03_04_02,invisible,P2,0.2,grid,64,53,43,0.7350427350427351,1.1413168522350339,0.17491254372813594
20170707_03_04_02,invisible,P3,0.2,grid,178,127,98,0.6426229508196721,1.588262346621035,0.06346826586706647
20170707_03_04_02,invisible,P1,0.3,continuous,23,16,15,0.7692307692307693,1.2044248575679026,0.23338330834582707
20170707_03_04_02,invisible,P2,0.3,continuous,64,53,45,0.7692307692307693,0.898214446107523,0.2908545727136432
20170707_03_04_02,invisible,P3,0.3,continuous,178,127,113,0.740983606557377,3.1686561727444293,0.0004997501249375312
20170707_03_04_02,invisible,P1,0.3,grid,23,16,15,0.7692307692307693,0.6080838179801522,0.5072463768115942
20170707_03_04_02,invisible,P2,0.3,grid,64,53,45,0.7692307692307693,-0.06410949194422924,0.6691654172913544
20170707_03_04_02,invisible,P3,0.3,grid,178,127,113,0.740983606557377,1.5866912118136876,0.07546226886556721
20170707_03_04_02,invisible,P1,0.5,continuous,23,16,16,0.8205128205128205,1.201007132733017,0.29235382308845576
20170707_03_04_02,invisible,P2,0.5,continuous,64,53,48,0.8205128205128205,1.4362396912764435,0.13893053473263367
20170707_03_04_02,invisible,P3,0.5,continuous,178,127,118,0.7737704918032787,1.254994022064749,0.1409295352323838
20170707_03_04_02,invisible,P1,0.5,grid,23,16,16,0.8205128205128205,1.05439120517773,0.3733133433283358
20170707_03_04_02,invisible,P2,0.5,grid,64,53,48,0.8205128205128205,1.214308973461873,0.175912043978011
20170707_03_04_02,invisible,P3,0.5,grid,178,127,118,0.7737704918032787,0.75992082924636,0.2958520739630185
20170707_03_04_02,invisible,P1,1.0,continuous,23,16,16,0.8205128205128205,1.0782138960483265,0.35782108945527236
20170707_03_04_02,invisible,P2,1.0,continuous,64,53,49,0.8376068376068376,1.868516804163844,0.054972513743128434
20170707_03_04_02,invisible,P3,1.0,continuous,178,127,118,0.7737704918032787,0.30970338931283603,0.4817591204397801
20170707_03_04_02,invisible,P1,1.0,grid,23,16,16,0.8205128205128205,1.0019303995387125,0.4012993503248376
20170707_03_04_02,invisible,P2,1.0,grid,64,53,49,0.8376068376068376,1.6861182519046312,0.08245877061469266
20170707_03_04_02,invisible,P3,1.0,grid,178,127,118,0.7737704918032787,0.14491976075761756,0.5352323838080959
20170707_03_04_03,invisible,P1,0.1,continuous,26,22,10,0.4166666666666667,1.0587499220876861,0.20739630184907545
20170707_03_04_03,invisible,P2,0.1,continuous,66,50,27,0.46551724137931033,3.3138028045471284,0.0024987506246876563
20170707_03_04_03,invisible,P3,0.1,continuous,181,138,53,0.3322884012539185,2.12188092237123,0.018490754622688656
20170707_03_04_03,invisible,P1,0.1,grid,26,22,10,0.4166666666666667,-0.5418851815837161,0.791104447776112
20170707_03_04_03,invisible,P2,0.1,grid,66,50,27,0.46551724137931033,0.6378286595180487,0.30934532733633185
20170707_03_04_03,invisible,P3,0.1,grid,181,138,53,0.3322884012539185,-1.540510687081461,0.9540229885057471
20170707_03_04_03,invisible,P1,0.2,continuous,26,22,17,0.7083333333333334,1.1005084102798537,0.20039980009995004
20170707_03_04_03,invisible,P2,0.2,continuous,66,50,43,0.7413793103448276,3.2476957990081416,0.0004997501249375312
20170707_03_04_03,invisible,P3,0.2,continuous,181,138,98,0.6144200626959248,2.7663939280827137,0.005497251374312844
20170707_03_04_03,invisible,P1,0.2,grid,26,22,17,0.7083333333333334,-0.3547860335502465,0.7531234382808596
20170707_03_04_03,invisible,P2,0.2,grid,66,50,43,0.7413793103448276,1.3236360326451437,0.13793103448275862
20170707_03_04_03,invisible,P3,0.2,grid,181,138,98,0.6144200626959248,-0.675179849242615,0.767616191904048
20170707_03_04_03,invisible,P1,0.3,continuous,26,22,20,0.8333333333333334,1.1822304422873486,0.21189405297351324
20170707_03_04_03,invisible,P2,0.3,continuous,66,50,49,0.8448275862068966,2.9853099254537176,0.0004997501249375312
20170707_03_04_03,invisible,P3,0.3,continuous,181,138,117,0.7335423197492164,1.3995919808816861,0.1024487756121939
20170707_03_04_03,invisible,P1,0.3,grid,26,22,20,0.8333333333333334,0.7058299459363102,0.42828585707146427
20170707_03_04_03,invisible,P2,0.3,grid,66,50,49,0.8448275862068966,2.6420957041340136,0.004997501249375313
20170707_03_04_03,invisible,P3,0.3,grid,181,138,117,0.7335423197492164,-0.22163525058153818,0.6741629185407296
20170707_03_04_03,invisible,P1,0.5,continuous,26,22,21,0.875,1.3448767362438794,0.2178910544727636
20170707_03_04_03,invisible,P2,0.5,continuous,66,50,50,0.8620689655172413,2.8329392904549833,0.004997501249375313
20170707_03_04_03,invisible,P3,0.5,continuous,181,138,126,0.7899686520376176,2.045444539631809,0.02848575712143928
20170707_03_04_03,invisible,P1,0.5,grid,26,22,21,0.875,1.4134517570756546,0.2193903048475762
20170707_03_04_03,invisible,P2,0.5,grid,66,50,50,0.8620689655172413,2.8098225592622943,0.004497751124437781
20170707_03_04_03,invisible,P3,0.5,grid,181,138,126,0.7899686520376176,1.5414491002827202,0.08095952023988005
20170707_03_04_03,invisible,P1,1.0,continuous,26,22,21,0.875,1.2863490319568678,0.2368815592203898
20170707_03_04_03,invisible,P2,1.0,continuous,66,50,50,0.8620689655172413,2.6289247867312335,0.00849575212393803
20170707_03_04_03,invisible,P3,1.0,continuous,181,138,127,0.7962382445141066,1.7498579431471004,0.05847076461769116
20170707_03_04_03,invisible,P1,1.0,grid,26,22,21,0.875,1.3860403049036591,0.23588205897051473
20170707_03_04_03,invisible,P2,1.0,grid,66,50,50,0.8620689655172413,2.4326755061694056,0.015492253873063468
20170707_03_04_03,invisible,P3,1.0,grid,181,138,127,0.7962382445141066,1.4632769290350744,0.10694652673663169
20170707_05_06_01,invisible,P1,0.1,continuous,6,3,0,0.0,-0.7348324511747396,1.0
20170707_05_06_01,invisible,P2,0.1,continuous,46,38,15,0.35714285714285715,2.8160110675115826,0.0004997501249375312
20170707_05_06_01,invisible,P3,0.1,continuous,129,119,38,0.3064516129032258,2.9867669200627622,0.0014992503748125937
20170707_05_06_01,invisible,P1,0.1,grid,6,3,0,0.0,-0.9345997887246343,1.0
20170707_05_06_01,invisible,P2,0.1,grid,46,38,15,0.35714285714285715,0.8557203109247196,0.2708645677161419
20170707_05_06_01,invisible,P3,0.1,grid,129,119,38,0.3064516129032258,-0.000804300824295072,0.545727136431784
20170707_05_06_01,invisible,P1,0.2,continuous,6,3,0,0.0,-1.2156998742186802,1.0
20170707_05_06_01,invisible,P2,0.2,continuous,46,38,20,0.47619047619047616,1.098051806364985,0.15742128935532235
20170707_05_06_01,invisible,P3,0.2,continuous,129,119,59,0.47580645161290325,1.6363806627423036,0.057971014492753624
20170707_05_06_01,invisible,P1,0.2,grid,6,3,0,0.0,-1.403691628988187,1.0
20170707_05_06_01,invisible,P2,0.2,grid,46,38,20,0.47619047619047616,-0.5576963958197552,0.7966016991504248
20170707_05_06_01,invisible,P3,0.2,grid,129,119,59,0.47580645161290325,-0.8189994435794882,0.8265867066466767
20170707_05_06_01,invisible,P1,0.3,continuous,6,3,0,0.0,-1.821048257825555,1.0
20170707_05_06_01,invisible,P2,0.3,continuous,46,38,30,0.7142857142857143,2.5820882221135766,0.0004997501249375312
20170707_05_06_01,invisible,P3,0.3,continuous,129,119,73,0.5887096774193549,0.07324254174258138,0.5337331334332833
20170707_05_06_01,invisible,P1,0.3,grid,6,3,0,0.0,-2.494728280453496,1.0
20170707_05_06_01,invisible,P2,0.3,grid,46,38,30,0.7142857142857143,1.7273171835308962,0.049475262368815595
20170707_05_06_01,invisible,P3,0.3,grid,129,119,73,0.5887096774193549,-1.7305772093636411,0.9675162418790605
20170707_05_06_01,invisible,P1,0.5,continuous,6,3,2,0.4444444444444444,-0.5188689633029004,0.9300349825087456
20170707_05_06_01,invisible,P2,0.5,continuous,46,38,32,0.7619047619047619,1.8065259818951696,0.06496751624187906
20170707_05_06_01,invisible,P3,0.5,continuous,129,119,84,0.6774193548387096,-0.6565306617415418,0.7756121939030485
20170707_05_06_01,invisible,P1,0.5,grid,6,3,2,0.4444444444444444,-0.6332678727654178,0.9395302348825587
20170707_05_06_01,invisible,P2,0.5,grid,46,38,32,0.7619047619047619,1.5485000879263824,0.11344327836081959
20170707_05_06_01,invisible,P3,0.5,grid,129,119,84,0.6774193548387096,-1.073676336153748,0.8835582208895553
20170707_05_06_01,invisible,P1,1.0,continuous,6,3,3,0.6666666666666666,0.5841326324219769,0.7456271864067966
20170707_05_06_01,invisible,P2,1.0,continuous,46,38,32,0.7619047619047619,0.7795778293774869,0.3523238380809595
20170707_05_06_01,invisible,P3,1.0,continuous,129,119,87,0.7016129032258065,-0.7874083179848193,0.8315842078960519
20170707_05_06_01,invisible,P1,1.0,grid,6,3,3,0.6666666666666666,0.5301786168746894,0.7806096951524237
20170707_05_06_01,invisible,P2,1.0,grid,46,38,32,0.7619047619047619,0.6958407803606628,0.39980009995002497
20170707_05_06_01,invisible,P3,1.0,grid,129,119,87,0.7016129032258065,-0.8983669010080642,0.862568715642179
20170707_05_06_02,invisible,P1,0.1,continuous,14,8,3,0.2727272727272727,0.5250292324415159,0.39930034982508744
20170707_05_06_02,invisible,P2,0.1,continuous,47,45,13,0.2826086956521739,0.9124067100693711,0.24737631184407796
20170707_05_06_02,invisible,P3,0.1,continuous,138,122,39,0.3,2.44678297989745,0.013493253373313344
20170707_05_06_02,invisible,P1,0.1,grid,14,8,3,0.2727272727272727,-0.3749201568775567,0.735632183908046
20170707_05_06_02,invisible,P2,0.1,grid,47,45,13,0.2826086956521739,-0.924926921635781,0.8665667166416792
20170707_05_06_02,invisible,P3,0.1,grid,138,122,39,0.3,-0.6306152365929923,0.7626186906546727
20170707_05_06_02,invisible,P1,0.2,continuous,14,8,7,0.6363636363636364,1.5179952822053857,0.11944027986006997
20170707_05_06_02,invisible,P2,0.2,continuous,47,45,21,0.45652173913043476,0.06848164769032049,0.5322338830584707
20170707_05_06_02,invisible,P3,0.2,continuous,138,122,66,0.5076923076923077,2.1735520243686293,0.01999000499750125
20170707_05_06_02,invisible,P1,0.2,grid,14,8,7,0.6363636363636364,0.9678930612298965,0.28335832083958024
20170707_05_06_02,invisible,P2,0.2,grid,47,45,21,0.45652173913043476,-1.7612406763041366,0.9720139930034982
20170707_05_06_02,invisible,P3,0.2,grid,138,122,66,0.5076923076923077,-0.32918680484063895,0.6661669165417291
20170707_05_06_02,invisible,P1,0.3,continuous,14,8,7,0.6363636363636364,0.5535401883249973,0.5052473763118441
20170707_05_06_02,invisible,P2,0.3,continuous,47,45,31,0.6739130434782609,0.890467495827139,0.25237381309345325
20170707_05_06_02,invisible,P3,0.3,continuous,138,122,84,0.6461538461538462,2.033697002499646,0.025487256371814093
20170707_05_06_02,invisible,P1,0.3,grid,14,8,7,0.6363636363636364,0.32089400174839056,0.6301849075462269
20170707_05_06_02,invisible,P2,0.3,grid,47,45,31,0.6739130434782609,-0.2622173101094376,0.7326336831584208
20170707_05_06_02,invisible,P3,0.3,grid,138,122,84,0.6461538461538462,0.6983693419621506,0.2813593203398301
20170707_05_06_02,invisible,P1,0.5,continuous,14,8,7,0.6363636363636364,-0.2234488886934508,0.8425787106446777
20170707_05_06_02,invisible,P2,0.5,continuous,47,45,33,0.717391304347826,-0.6339214387825642,0.8435782108945528
20170707_05_06_02,invisible,P3,0.5,continuous,138,122,92,0.7076923076923077,1.1426404739418214,0.1619190404797601
20170707_05_06_02,invisible,P1,0.5,grid,14,8,7,0.6363636363636364,-0.23535375029976882,0.856071964017991
20170707_05_06_02,invisible,P2,0.5,grid,47,45,33,0.717391304347826,-1.1219874620893326,0.9305347326336831
20170707_05_06_02,invisible,P3,0.5,grid,138,122,92,0.7076923076923077,0.7552313243118856,0.25537231384307846
20170707_05_06_02,invisible,P1,1.0,continuous,14,8,8,0.7272727272727273,1.1715382770632286,0.36231884057971014
20170707_05_06_02,invisible,P2,1.0,continuous,47,45,34,0.7391304347826086,-1.0615101838590437,0.928535732133933
20170707_05_06_02,invisible,P3,1.0,continuous,138,122,94,0.7230769230769231,0.780471978558585,0.24887556221889057
20170707_05_06_02,invisible,P1,1.0,grid,14,8,8,0.7272727272727273,1.1592263020804463,0.36481759120439783
20170707_05_06_02,invisible,P2,1.0,grid,47,45,34,0.7391304347826086,-1.2142059912285592,0.9545227386306847
20170707_05_06_02,invisible,P3,1.0,grid,138,122,94,0.7230769230769231,0.5939040180359957,0.3118440779610195
20170707_05_06_03,invisible,P1,0.1,continuous,14,11,7,0.56,2.213702846286013,0.04897551224387806
20170707_05_06_03,invisible,P2,0.1,continuous,51,45,12,0.25,0.16645254480372246,0.47876061969015493
20170707_05_06_03,invisible,P3,0.1,continuous,124,129,30,0.23715415019762845,0.7007704872859359,0.2928535732133933
20170707_05_06_03,invisible,P1,0.1,grid,14,11,7,0.56,1.0566054947528334,0.22288855572213892
20170707_05_06_03,invisible,P2,0.1,grid,51,45,12,0.25,-1.8388171973102394,0.9740129935032483
20170707_05_06_03,invisible,P3,0.1,grid,124,129,30,0.23715415019762845,-2.213530626039113,0.9905047476261869
20170707_05_06_03,invisible,P1,0.2,continuous,14,11,9,0.72,1.337566102735573,0.15242378810594703
20170707_05_06_03,invisible,P2,0.2,continuous,51,45,28,0.5833333333333334,1.8181841120288886,0.049475262368815595
20170707_05_06_03,invisible,P3,0.2,continuous,124,129,59,0.466403162055336,1.0986799204684492,0.14592703648175911
20170707_05_06_03,invisible,P1,0.2,grid,14,11,9,0.72,0.8182234946065531,0.31584207896051975
20170707_05_06_03,invisible,P2,0.2,grid,51,45,28,0.5833333333333334,0.040392569021495156,0.5807096451774113
20170707_05_06_03,invisible,P3,0.2,grid,124,129,59,0.466403162055336,-1.4374328343966403,0.9375312343828086
20170707_05_06_03,invisible,P1,0.3,continuous,14,11,10,0.8,1.0794834064475511,0.3073463268365817
20170707_05_06_03,invisible,P2,0.3,continuous,51,45,32,0.6666666666666666,0.24528905367447332,0.5087456271864068
20170707_05_06_03,invisible,P3,0.3,continuous,124,129,73,0.5770750988142292,-0.39068614883433356,0.6871564217891054
20170707_05_06_03,invisible,P1,0.3,grid,14,11,10,0.8,0.713967080710403,0.48375812093953025
20170707_05_06_03,invisible,P2,0.3,grid,51,45,32,0.6666666666666666,-0.8092552990948692,0.8615692153923038
20170707_05_06_03,invisible,P3,0.3,grid,124,129,73,0.5770750988142292,-2.264278406331769,0.993503248375812
20170707_05_06_03,invisible,P1,0.5,continuous,14,11,10,0.8,0.010439809640045018,0.8530734632683659
