video,condition,period,delta,null,n_a,n_b,n_match,S,zS,p
20170707_07_08_01,invisible,P1,0.5,grid,10,16,9,0.6923076923076923,-0.31676509864161906,0.895552223888056
20170707_07_08_01,invisible,P2,0.5,grid,50,54,44,0.8461538461538461,1.3938370488734433,0.1409295352323838
20170707_07_08_01,invisible,P3,0.5,grid,144,177,132,0.822429906542056,0.7792449174309518,0.26636681659170414
20170707_07_08_01,invisible,P1,1.0,continuous,10,16,10,0.7692307692307693,0.828960163728554,0.5712143928035982
20170707_07_08_01,invisible,P2,1.0,continuous,50,54,44,0.8461538461538461,1.1016160734760898,0.22088955522238882
20170707_07_08_01,invisible,P3,1.0,continuous,144,177,133,0.8286604361370716,1.0110113209502638,0.20389805097451275
20170707_07_08_01,invisible,P1,1.0,grid,10,16,10,0.7692307692307693,0.7995705140734805,0.6026986506746627
20170707_07_08_01,invisible,P2,1.0,grid,50,54,44,0.8461538461538461,0.9410559936423123,0.27636181909045476
20170707_07_08_01,invisible,P3,1.0,grid,144,177,133,0.8286604361370716,0.6234628552631754,0.3493253373313343
20170707_07_08_02,invisible,P1,0.1,continuous,12,21,6,0.36363636363636365,1.1062710114846923,0.22138930534732634
20170707_07_08_02,invisible,P2,0.1,continuous,52,65,19,0.3247863247863248,0.6840773000508339,0.29985007496251875
20170707_07_08_02,invisible,P3,0.1,continuous,150,201,70,0.39886039886039887,3.0840813453225904,0.0029985007496251873
20170707_07_08_02,invisible,P1,0.1,grid,12,21,6,0.36363636363636365,-0.3330930960957087,0.7446276861569215
20170707_07_08_02,invisible,P2,0.1,grid,52,65,19,0.3247863247863248,-1.9421234854298728,0.9865067466266867
20170707_07_08_02,invisible,P3,0.1,grid,150,201,70,0.39886039886039887,-0.794122517856788,0.8095952023988006
20170707_07_08_02,invisible,P1,0.2,continuous,12,21,10,0.6060606060606061,1.0821014343886277,0.2518740629685157
20170707_07_08_02,invisible,P2,0.2,continuous,52,65,36,0.6153846153846154,0.9291634291431491,0.22788605697151423
20170707_07_08_02,invisible,P3,0.2,continuous,150,201,116,0.6609686609686609,2.6731327556091826,0.0029985007496251873
20170707_07_08_02,invisible,P1,0.2,grid,12,21,10,0.6060606060606061,0.04621165183839604,0.6391804097951025
20170707_07_08_02,invisible,P2,0.2,grid,52,65,36,0.6153846153846154,-1.488848611184914,0.95952023988006
20170707_07_08_02,invisible,P3,0.2,grid,150,201,116,0.6609686609686609,-1.077509962047705,0.8760619690154923
20170707_07_08_02,invisible,P1,0.3,continuous,12,21,10,0.6060606060606061,-0.5290280338445745,0.8570714642678661
20170707_07_08_02,invisible,P2,0.3,continuous,52,65,42,0.717948717948718,-0.46226029705641847,0.7776111944027986
20170707_07_08_02,invisible,P3,0.3,continuous,150,201,134,0.7635327635327636,1.2821288062385756,0.12593703148425786
20170707_07_08_02,invisible,P1,0.3,grid,12,21,10,0.6060606060606061,-1.2319749931283304,0.9800099950024987
20170707_07_08_02,invisible,P2,0.3,grid,52,65,42,0.717948717948718,-1.4155915293918866,0.9535232383808095
20170707_07_08_02,invisible,P3,0.3,grid,150,201,134,0.7635327635327636,-0.3083648855124333,0.7051474262868566
20170707_07_08_02,invisible,P1,0.5,continuous,12,21,11,0.6666666666666666,-0.948827233859373,0.9820089955022488
20170707_07_08_02,invisible,P2,0.5,continuous,52,65,42,0.717948717948718,-2.387205091613293,0.9980009995002499
20170707_07_08_02,invisible,P3,0.5,continuous,150,201,139,0.792022792022792,0.7762575281718841,0.28585707146426786
20170707_07_08_02,invisible,P1,0.5,grid,12,21,11,0.6666666666666666,-1.068061363598178,0.9805097451274363
20170707_07_08_02,invisible,P2,0.5,grid,52,65,42,0.717948717948718,-2.679234341834003,1.0
20170707_07_08_02,invisible,P3,0.5,grid,150,201,139,0.792022792022792,0.37781769897858986,0.4302848575712144
20170707_07_08_02,invisible,P1,1.0,continuous,12,21,12,0.7272727272727273,0.6965449014004133,0.6686656671664168
20170707_07_08_02,invisible,P2,1.0,continuous,52,65,42,0.717948717948718,-2.58557693394063,0.9995002498750625
20170707_07_08_02,invisible,P3,1.0,continuous,150,201,139,0.792022792022792,0.2768916180844134,0.4577711144427786
20170707_07_08_02,invisible,P1,1.0,grid,12,21,12,0.7272727272727273,0.7727518148876444,0.6261869065467266
20170707_07_08_02,invisible,P2,1.0,grid,52,65,42,0.717948717948718,-2.751401664339196,1.0
20170707_07_08_02,invisible,P3,1.0,grid,150,201,139,0.792022792022792,-0.06386256042841121,0.585207396301849
20170707_07_08_03,invisible,P1,0.1,continuous,0,1,0,,,
20170707_07_08_03,invisible,P2,0.1,continuous,47,73,26,0.43333333333333335,2.725182202733222,0.004997501249375313
20170707_07_08_03,invisible,P3,0.1,continuous,140,202,81,0.47368421052631576,5.95898042859253,0.0004997501249375312
20170707_07_08_03,invisible,P1,0.1,grid,0,1,0,,,
20170707_07_08_03,invisible,P2,0.1,grid,47,73,26,0.43333333333333335,0.08202032246301669,0.5147426286856571
20170707_07_08_03,invisible,P3,0.1,grid,140,202,81,0.47368421052631576,1.6772490698413076,0.059470264867566215
20170707_07_08_03,invisible,P1,0.2,continuous,0,1,0,,,
20170707_07_08_03,invisible,P2,0.2,continuous,47,73,40,0.6666666666666666,1.9476589738642478,0.035982008995502246
20170707_07_08_03,invisible,P3,0.2,continuous,140,202,114,0.6666666666666666,3.6944761661606127,0.0004997501249375312
20170707_07_08_03,invisible,P1,0.2,grid,0,1,0,,,
20170707_07_08_03,invisible,P2,0.2,grid,47,73,40,0.6666666666666666,-0.2640920594146169,0.7161419290354822
20170707_07_08_03,invisible,P3,0.2,grid,140,202,114,0.6666666666666666,0.17271386865869168,0.4832583708145927
20170707_07_08_03,invisible,P1,0.3,continuous,0,1,0,,,
20170707_07_08_03,invisible,P2,0.3,continuous,47,73,45,0.75,1.2240506350351184,0.18990504747626186
20170707_07_08_03,invisible,P3,0.3,continuous,140,202,124,0.7251461988304093,0.7753516851409258,0.263368315842079
20170707_07_08_03,invisible,P1,0.3,grid,0,1,0,,,
20170707_07_08_03,invisible,P2,0.3,grid,47,73,45,0.75,0.5165035739699828,0.48225887056471767
20170707_07_08_03,invisible,P3,0.3,grid,140,202,124,0.7251461988304093,-0.5162325486619108,0.7541229385307346
20170707_07_08_03,invisible,P1,0.5,continuous,0,1,0,,,
20170707_07_08_03,invisible,P2,0.5,continuous,47,73,46,0.7666666666666667,0.6679097336842448,0.4387806096951524
20170707_07_08_03,invisible,P3,0.5,continuous,140,202,128,0.7485380116959064,-0.055691487220387526,0.6046976511744128
20170707_07_08_03,invisible,P1,0.5,grid,0,1,0,,,
20170707_07_08_03,invisible,P2,0.5,grid,47,73,46,0.7666666666666667,0.38939307169820053,0.5832083958020989
20170707_07_08_03,invisible,P3,0.5,grid,140,202,128,0.7485380116959064,-0.4605982445023422,0.7526236881559221
20170707_07_08_03,invisible,P1,1.0,continuous,0,1,0,,,
20170707_07_08_03,invisible,P2,1.0,continuous,47,73,46,0.7666666666666667,0.5279558810473944,0.5302348825587206
20170707_07_08_03,invisible,P3,1.0,continuous,140,202,128,0.7485380116959064,-0.5618399298285713,0.784607696151924
20170707_07_08_03,invisible,P1,1.0,grid,0,1,0,,,
20170707_07_08_03,invisible,P2,1.0,grid,47,73,46,0.7666666666666667,0.28050007053151604,0.632183908045977
20170707_07_08_03,invisible,P3,1.0,grid,140,202,128,0.7485380116959064,-0.820700879265731,0.8440779610194903
20170707_09_10_01,invisible,P1,0.1,continuous,18,23,11,0.5365853658536586,2.662883233293742,0.015992003998001
20170707_09_10_01,invisible,P2,0.1,continuous,50,50,19,0.38,2.235388305202775,0.022988505747126436
20170707_09_10_01,invisible,P3,0.1,continuous,145,150,54,0.36610169491525424,3.2319528250092344,0.0009995002498750624
20170707_09_10_01,invisible,P1,0.1,grid,18,23,11,0.5365853658536586,1.1865836848578741,0.1489255372313843
20170707_09_10_01,invisible,P2,0.1,grid,50,50,19,0.38,0.09009871509246496,0.5677161419290355
20170707_09_10_01,invisible,P3,0.1,grid,145,150,54,0.36610169491525424,-0.019552537428583698,0.5387306346826587
20170707_09_10_01,invisible,P1,0.2,continuous,18,23,14,0.6829268292682927,1.5173485520051555,0.08895552223888056
20170707_09_10_01,invisible,P2,0.2,continuous,50,50,32,0.64,2.488826948433501,0.013493253373313344
20170707_09_10_01,invisible,P3,0.2,continuous,145,150,84,0.5694915254237288,2.0772241191950855,0.03398300849575212
20170707_09_10_01,invisible,P1,0.2,grid,18,23,14,0.6829268292682927,0.7250385765179419,0.39480259870064965
20170707_09_10_01,invisible,P2,0.2,grid,50,50,32,0.64,0.7955097771176152,0.2563718140929535
20170707_09_10_01,invisible,P3,0.2,grid,145,150,84,0.5694915254237288,-0.9682040818285823,0.8800599700149925
20170707_09_10_01,invisible,P1,0.3,continuous,18,23,14,0.6829268292682927,-0.1468676478637077,0.7566216891554223
20170707_09_10_01,invisible,P2,0.3,continuous,50,50,36,0.72,1.3245041348801947,0.1504247876061969
20170707_09_10_01,invisible,P3,0.3,continuous,145,150,104,0.7050847457627119,1.4213914406791894,0.10844577711144428
20170707_09_10_01,invisible,P1,0.3,grid,18,23,14,0.6829268292682927,-0.6842157673354119,0.8665667166416792
20170707_09_10_01,invisible,P2,0.3,grid,50,50,36,0.72,0.46641683652694227,0.408295852073963
20170707_09_10_01,invisible,P3,0.3,grid,145,150,104,0.7050847457627119,-0.22663402380864328,0.6431784107946027
20170707_09_10_01,invisible,P1,0.5,continuous,18,23,16,0.7804878048780488,0.9256143323551823,0.3328335832083958
20170707_09_10_01,invisible,P2,0.5,continuous,50,50,37,0.74,0.03484532092659645,0.5487256371814093
20170707_09_10_01,invisible,P3,0.5,continuous,145,150,112,0.7593220338983051,0.8520636092769187,0.25837081459270367
20170707_09_10_01,invisible,P1,0.5,grid,18,23,16,0.7804878048780488,0.6295825681553977,0.46276861569215394
20170707_09_10_01,invisible,P2,0.5,grid,50,50,37,0.74,-0.2139174507119868,0.6756621689155422
20170707_09_10_01,invisible,P3,0.5,grid,145,150,112,0.7593220338983051,0.39711354330741094,0.4127936031984008
20170707_09_10_01,invisible,P1,1.0,continuous,18,23,16,0.7804878048780488,0.5340667894225815,0.4947526236881559
20170707_09_10_01,invisible,P2,1.0,continuous,50,50,38,0.76,0.010752458986510264,0.5972013993003499
20170707_09_10_01,invisible,P3,1.0,continuous,145,150,115,0.7796610169491526,1.0750586370846782,0.17841079460269865
20170707_09_10_01,invisible,P1,1.0,grid,18,23,16,0.7804878048780488,0.3311673456199433,0.5662168915542228
20170707_09_10_01,invisible,P2,1.0,grid,50,50,38,0.76,-0.12590819926298535,0.6656671664167916
20170707_09_10_01,invisible,P3,1.0,grid,145,150,115,0.7796610169491526,0.7498156009781178,0.2753623188405797
20170707_09_10_02,invisible,P1,0.1,continuous,24,21,8,0.35555555555555557,0.5133807921301644,0.3183408295852074
20170707_09_10_02,invisible,P2,0.1,continuous,55,59,26,0.45614035087719296,2.6853328608195,0.0069965017491254375
20170707_09_10_02,invisible,P3,0.1,continuous,172,167,68,0.40117994100294985,3.3187810112884195,0.0004997501249375312
20170707_09_10_02,invisible,P1,0.1,grid,24,21,8,0.35555555555555557,-0.7475205727843645,0.8340829585207397
20170707_09_10_02,invisible,P2,0.1,grid,55,59,26,0.45614035087719296,0.4802340439959277,0.375312343828086
20170707_09_10_02,invisible,P3,0.1,grid,172,167,68,0.40117994100294985,-0.6262319822159266,0.7716141929035483
20170707_09_10_02,invisible,P1,0.2,continuous,24,21,13,0.5777777777777777,-0.17669334865227365,0.6591704147926037
20170707_09_10_02,invisible,P2,0.2,continuous,55,59,36,0.631578947368421,1.121515138067252,0.16541729135432284
20170707_09_10_02,invisible,P3,0.2,continuous,172,167,116,0.6843657817109144,3.3796670096548533,0.001999000499750125
20170707_09_10_02,invisible,P1,0.2,grid,24,21,13,0.5777777777777777,-1.663598364732786,0.9640179910044977
20170707_09_10_02,invisible,P2,0.2,grid,55,59,36,0.631578947368421,-1.1593422892036733,0.9110444777611194
20170707_09_10_02,invisible,P3,0.2,grid,172,167,116,0.6843657817109144,-0.13400402631852018,0.6096951524237881
20170707_09_10_02,invisible,P1,0.3,continuous,24,21,20,0.8888888888888888,1.4188491870017172,0.13093453273363317
20170707_09_10_02,invisible,P2,0.3,continuous,55,59,45,0.7894736842105263,1.0855389524205785,0.19540229885057472
20170707_09_10_02,invisible,P3,0.3,continuous,172,167,132,0.7787610619469026,1.3463243175518314,0.11694152923538231
20170707_09_10_02,invisible,P1,0.3,grid,24,21,20,0.8888888888888888,1.1328339014561934,0.30334832583708143
20170707_09_10_02,invisible,P2,0.3,grid,55,59,45,0.7894736842105263,0.18381291530412486,0.526736631684158
20170707_09_10_02,invisible,P3,0.3,grid,172,167,132,0.7787610619469026,-0.41928329404420533,0.7371314342828585
20170707_09_10_02,invisible,P1,0.5,continuous,24,21,20,0.8888888888888888,0.9848678801936852,0.3448275862068966
20170707_09_10_02,invisible,P2,0.5,continuous,55,59,46,0.8070175438596491,0.25874131608862905,0.4757621189405297
20170707_09_10_02,invisible,P3,0.5,continuous,172,167,136,0.8023598820058997,-0.1309770929377958,0.6286856571714143
20170707_09_10_02,invisible,P1,0.5,grid,24,21,20,0.8888888888888888,0.7756571770602884,0.44627686156921537
20170707_09_10_02,invisible,P2,0.5,grid,55,59,46,0.8070175438596491,-0.1768446814491606,0.6766616691654173
20170707_09_10_02,invisible,P3,0.5,grid,172,167,136,0.8023598820058997,-0.6166621491737679,0.7971014492753623
20170707_09_10_02,invisible,P1,1.0,continuous,24,21,21,0.9333333333333333,1.9657443847388794,0.05247376311844078
20170707_09_10_02,invisible,P2,1.0,continuous,55,59,46,0.8070175438596491,-0.11727950393470014,0.6371814092953523
20170707_09_10_02,invisible,P3,1.0,continuous,172,167,137,0.8082595870206489,-0.28064469448414614,0.6901549225387307
20170707_09_10_02,invisible,P1,1.0,grid,24,21,21,0.9333333333333333,1.8738036645987322,0.06896551724137931
20170707_09_10_02,invisible,P2,1.0,grid,55,59,46,0.8070175438596491,-0.44910449449236406,0.7721139430284858
20170707_09_10_02,invisible,P3,1.0,grid,172,167,137,0.8082595870206489,-0.5775114924712988,0.7671164417791104
20170707_09_10_03,invisible,P1,0.1,continuous,23,25,10,0.4166666666666667,1.0916492618113949,0.21539230384807595
20170707_09_10_03,invisible,P2,0.1,continuous,57,60,32,0.5470085470085471,3.7745348247961252,0.0004997501249375312
20170707_09_10_03,invisible,P3,0.1,continuous,152,164,57,0.36075949367088606,2.543590656216026,0.004997501249375313
20170707_09_10_03,invisible,P1,0.1,grid,23,25,10,0.4166666666666667,-0.44698654388367004,0.736631684157921
20170707_09_10_03,invisible,P2,0.1,grid,57,60,32,0.5470085470085471,1.5676957502428404,0.07496251874062969
20170707_09_10_03,invisible,P3,0.1,grid,152,164,57,0.36075949367088606,-0.7871819235973156,0.8045977011494253
20170707_09_10_03,invisible,P1,0.2,continuous,23,25,16,0.6666666666666666,0.6778996613971514,0.3403298350824588
20170707_09_10_03,invisible,P2,0.2,continuous,57,60,42,0.717948717948718,2.2396847338800865,0.014492753623188406
20170707_09_10_03,invisible,P3,0.2,continuous,152,164,99,0.6265822784810127,2.6169736873859475,0.006496751624187906
20170707_09_10_03,invisible,P1,0.2,grid,23,25,16,0.6666666666666666,-0.9216764785082253,0.9130434782608695
20170707_09_10_03,invisible,P2,0.2,grid,57,60,42,0.717948717948718,0.5617287506443751,0.3843078460769615
20170707_09_10_03,invisible,P3,0.2,grid,152,164,99,0.6265822784810127,-0.5901111742590042,0.7531234382808596
20170707_09_10_03,invisible,P1,0.3,continuous,23,25,18,0.75,-0.00870495974009182,0.6486756621689156
20170707_09_10_03,invisible,P2,0.3,continuous,57,60,45,0.7692307692307693,0.9408146878068866,0.20189905047476261
20170707_09_10_03,invisible,P3,0.3,continuous,152,164,116,0.7341772151898734,0.9263957693199105,0.22538730634682658
20170707_09_10_03,invisible,P1,0.3,grid,23,25,18,0.75,-0.56938489865654,0.8620689655172413
20170707_09_10_03,invisible,P2,0.3,grid,57,60,45,0.7692307692307693,0.35277388433650814,0.4337831084457771
20170707_09_10_03,invisible,P3,0.3,grid,152,164,116,0.7341772151898734,-0.5181054597729047,0.7426286856571714
20170707_09_10_03,invisible,P1,0.5,continuous,23,25,18,0.75,-0.7739964240968252,0.9250374812593704
20170707_09_10_03,invisible,P2,0.5,continuous,57,60,45,0.7692307692307693,0.006975785555821456,0.5972013993003499
20170707_09_10_03,invisible,P3,0.5,continuous,152,164,119,0.7531645569620253,-0.6808363792301911,0.8030984507746127
20170707_09_10_03,invisible,P1,0.5,grid,23,25,18,0.75,-1.006804118250798,0.9635182408795602
20170707_09_10_03,invisible,P2,0.5,grid,57,60,45,0.7692307692307693,-0.26180806922738525,0.6866566716641679
20170707_09_10_03,invisible,P3,0.5,grid,152,164,119,0.7531645569620253,-1.151784342092106,0.9170414792603698
20170707_09_10_03,invisible,P1,1.0,continuous,23,25,19,0.7916666666666666,0.1327848399398122,0.6231884057971014
20170707_09_10_03,invisible,P2,1.0,continuous,57,60,45,0.7692307692307693,-0.3907235697331146,0.7296351824087957
20170707_09_10_03,invisible,P3,1.0,continuous,152,164,121,0.7658227848101266,-0.7121885408618822,0.7971014492753623
20170707_09_10_03,invisible,P1,1.0,grid,23,25,19,0.7916666666666666,-0.09963570737543773,0.7421289355322339
20170707_09_10_03,invisible,P2,1.0,grid,57,60,45,0.7692307692307693,-0.5944710153570266,0.8060969515242379
20170707_09_10_03,invisible,P3,1.0,grid,152,164,121,0.7658227848101266,-1.021535809016716,0.8910544727636182
20170707_11_12_01,invisible,P1,0.1,continuous,20,28,10,0.4166666666666667,1.4906207404278127,0.1199400299850075
20170707_11_12_01,invisible,P2,0.1,continuous,59,58,23,0.39316239316239315,1.1846331903285576,0.11444277861069466
20170707_11_12_01,invisible,P3,0.1,continuous,168,159,55,0.3363914373088685,1.7047765681285676,0.05647176411794103
20170707_11_12_01,invisible,P1,0.1,grid,20,28,10,0.4166666666666667,-0.04483692562570027,0.5862068965517241
20170707_11_12_01,invisible,P2,0.1,grid,59,58,23,0.39316239316239315,-0.36162637380389184,0.6626686656671664
20170707_11_12_01,invisible,P3,0.1,grid,168,159,55,0.3363914373088685,-1.8446345688715924,0.967016491754123
20170707_11_12_01,invisible,P1,0.2,continuous,20,28,16,0.6666666666666666,1.1449380771128908,0.2193903048475762
20170707_11_12_01,invisible,P2,0.2,continuous,59,58,41,0.7008547008547008,1.445933102916036,0.09345327336331834
20170707_11_12_01,invisible,P3,0.2,continuous,168,159,108,0.6605504587155964,3.0471310877793414,0.0014992503748125937
20170707_11_12_01,invisible,P1,0.2,grid,20,28,16,0.6666666666666666,-0.1769567778723117,0.696151924037981
20170707_11_12_01,invisible,P2,0.2,grid,59,58,41,0.7008547008547008,-0.2479426632819986,0.6381809095452274
20170707_11_12_01,invisible,P3,0.2,grid,168,159,108,0.6605504587155964,-0.3459907054761966,0.6781609195402298
20170707_11_12_01,invisible,P1,0.3,continuous,20,28,18,0.75,-0.12462750309131937,0.6931534232883558
20170707_11_12_01,invisible,P2,0.3,continuous,59,58,48,0.8205128205128205,0.8497372782222209,0.248375812093953
20170707_11_12_01,invisible,P3,0.3,continuous,168,159,128,0.7828746177370031,1.7170892577133088,0.06296851574212893
20170707_11_12_01,invisible,P1,0.3,grid,20,28,18,0.75,-1.1131906410868608,0.927536231884058
20170707_11_12_01,invisible,P2,0.3,grid,59,58,48,0.8205128205128205,-0.1349008007117533,0.6326836581709145
20170707_11_12_01,invisible,P3,0.3,grid,168,159,128,0.7828746177370031,-0.40808825604222526,0.7326336831584208
20170707_11_12_01,invisible,P1,0.5,continuous,20,28,20,0.8333333333333334,0.7998842235289522,0.5417291354322838
20170707_11_12_01,invisible,P2,0.5,continuous,59,58,49,0.8376068376068376,0.007885031624818453,0.5912043978010995
20170707_11_12_01,invisible,P3,0.5,continuous,168,159,133,0.8134556574923547,0.1766701497066311,0.4927536231884058
20170707_11_12_01,invisible,P1,0.5,grid,20,28,20,0.8333333333333334,0.7529762422805071,0.5992003998001
20170707_11_12_01,invisible,P2,0.5,grid,59,58,49,0.8376068376068376,-0.25199459843175537,0.6786606696651675
20170707_11_12_01,invisible,P3,0.5,grid,168,159,133,0.8134556574923547,-0.42940430165912136,0.7396301849075462
20170707_11_12_01,invisible,P1,1.0,continuous,20,28,20,0.8333333333333334,0.7424764078500905,0.5882058970514743
20170707_11_12_01,invisible,P2,1.0,continuous,59,58,49,0.8376068376068376,-0.14242954936687077,0.6486756621689156
20170707_11_12_01,invisible,P3,1.0,continuous,168,159,133,0.8134556574923547,-0.2647793161202631,0.6526736631684158
20170707_11_12_01,invisible,P1,1.0,grid,20,28,20,0.8333333333333334,0.7373455441375122,0.6126936531734133
20170707_11_12_01,invisible,P2,1.0,grid,59,58,49,0.8376068376068376,-0.3757391338668585,0.7211394302848576
20170707_11_12_01,invisible,P3,1.0,grid,168,159,133,0.8134556574923547,-0.7490932291167578,0.809095452273863
20170707_11_12_02,invisible,P1,0.1,continuous,28,26,18,0.6666666666666666,2.925947006708767,0.0004997501249375312
20170707_11_12_02,invisible,P2,0.1,continuous,67,63,34,0.5230769230769231,2.825683535227528,0.005997001499250375
20170707_11_12_02,invisible,P3,0.1,continuous,191,180,85,0.4582210242587601,3.6829918348753687,0.0004997501249375312
20170707_11_12_02,invisible,P1,0.1,grid,28,26,18,0.6666666666666666,1.565850751970125,0.09195402298850575
20170707_11_12_02,invisible,P2,0.1,grid,67,63,34,0.5230769230769231,0.6001673288882465,0.30834582708645675
20170707_11_12_02,invisible,P3,0.1,grid,191,180,85,0.4582210242587601,-0.11459324167950254,0.5732133933033483
20170707_11_12_02,invisible,P1,0.2,continuous,28,26,22,0.8148148148148148,2.0140051284849627,0.04547726136931534
20170707_11_12_02,invisible,P2,0.2,continuous,67,63,53,0.8153846153846154,2.700289438455163,0.0014992503748125937
20170707_11_12_02,invisible,P3,0.2,continuous,191,180,143,0.77088948787062,4.152776400597937,0.0004997501249375312
20170707_11_12_02,invisible,P1,0.2,grid,28,26,22,0.8148148148148148,1.0889034575981138,0.21839080459770116
20170707_11_12_02,invisible,P2,0.2,grid,67,63,53,0.8153846153846154,1.3048839099087617,0.11744127936031984
20170707_11_12_02,invisible,P3,0.2,grid,191,180,143,0.77088948787062,0.5744883178079238,0.3183408295852074
20170707_11_12_02,invisible,P1,0.3,continuous,28,26,23,0.8518518518518519,1.2164185720938288,0.2108945527236382
20170707_11_12_02,invisible,P2,0.3,continuous,67,63,55,0.8461538461538461,0.8703784478381963,0.2813593203398301
20170707_11_12_02,invisible,P3,0.3,continuous,191,180,159,0.8571428571428571,1.7330130956817233,0.04897551224387806
20170707_11_12_02,invisible,P1,0.3,grid,28,26,23,0.8518518518518519,0.701502436778927,0.44877561219390305
20170707_11_12_02,invisible,P2,0.3,grid,67,63,55,0.8461538461538461,-0.02639984471328549,0.6526736631684158
20170707_11_12_02,invisible,P3,0.3,grid,191,180,159,0.8571428571428571,-0.2677928756990149,0.6831584207896052
20170707_11_12_02,invisible,P1,0.5,continuous,28,26,24,0.8888888888888888,1.4518947595246556,0.1774112943528236
20170707_11_12_02,invisible,P2,0.5,continuous,67,63,57,0.8769230769230769,1.3747377860172538,0.1424287856071964
20170707_11_12_02,invisible,P3,0.5,continuous,191,180,163,0.8787061994609164,0.5579616339138284,0.36231884057971014
20170707_11_12_02,invisible,P1,0.5,grid,28,26,24,0.8888888888888888,1.3886344173209975,0.1934032983508246
20170707_11_12_02,invisible,P2,0.5,grid,67,63,57,0.8769230769230769,1.0992221461588325,0.2353823088455772
20170707_11_12_02,invisible,P3,0.5,grid,191,180,163,0.8787061994609164,0.06736181557604701,0.5582208895552224
20170707_11_12_02,invisible,P1,1.0,continuous,28,26,24,0.8888888888888888,1.24882470350559,0.24587706146926536
20170707_11_12_02,invisible,P2,1.0,continuous,67,63,58,0.8923076923076924,1.9164641042579946,0.057971014492753624
20170707_11_12_02,invisible,P3,1.0,continuous,191,180,163,0.8787061994609164,0.46180274088079765,0.3988005997001499
20170707_11_12_02,invisible,P1,1.0,grid,28,26,24,0.8888888888888888,1.187322560719864,0.26486756621689156
20170707_11_12_02,invisible,P2,1.0,grid,67,63,58,0.8923076923076924,1.7343717741691456,0.08495752123938032
20170707_11_12_02,invisible,P3,1.0,grid,191,180,163,0.8787061994609164,-0.03055917362125648,0.5877061469265368
20170707_11_12_03,invisible,P1,0.1,continuous,26,25,12,0.47058823529411764,1.7031280198846963,0.06796601699150424
20170707_11_12_03,invisible,P2,0.1,continuous,66,62,28,0.4375,1.7678625360595406,0.05297351324337831
20170707_11_12_03,invisible,P3,0.1,continuous,166,166,70,0.42168674698795183,3.728909422388978,0.0004997501249375312
20170707_11_12_03,invisible,P1,0.1,grid,26,25,12,0.47058823529411764,-0.13642571528784816,0.6111944027986007
20170707_11_12_03,invisible,P2,0.1,grid,66,62,28,0.4375,-0.47714785967907697,0.719640179910045
20170707_11_12_03,invisible,P3,0.1,grid,166,166,70,0.42168674698795183,0.10281224126661788,0.4832583708145927
20170707_11_12_03,invisible,P1,0.2,continuous,26,25,19,0.7450980392156863,1.2643838220886314,0.15542228885557222
20170707_11_12_03,invisible,P2,0.2,continuous,66,62,48,0.75,1.7786075284511047,0.05897051474262868
20170707_11_12_03,invisible,P3,0.2,continuous,166,166,121,0.7289156626506024,4.440918057286531,0.0004997501249375312
20170707_11_12_03,invisible,P1,0.2,grid,26,25,19,0.7450980392156863,-0.4255859495860073,0.8045977011494253
20170707_11_12_03,invisible,P2,0.2,grid,66,62,48,0.75,-0.42975061665227904,0.7361319340329835
20170707_11_12_03,invisible,P3,0.2,grid,166,166,121,0.7289156626506024,1.4668296168733523,0.08945527236381809
20170707_11_12_03,invisible,P1,0.3,continuous,26,25,23,0.9019607843137255,1.687979747301231,0.07596201899050475
20170707_11_12_03,invisible,P2,0.3,continuous,66,62,57,0.890625,1.3550306033299824,0.11944027986006997
20170707_11_12_03,invisible,P3,0.3,continuous,166,166,132,0.7951807228915663,1.5800875054983523,0.07196401799100449
20170707_11_12_03,invisible,P1,0.3,grid,26,25,23,0.9019607843137255,1.2380185410200581,0.21489255372313842
20170707_11_12_03,invisible,P2,0.3,grid,66,62,57,0.890625,0.41987816502983744,0.4897551224387806
20170707_11_12_03,invisible,P3,0.3,grid,166,166,132,0.7951807228915663,-0.24425283125531477,0.664167916041979
20170707_11_12_03,invisible,P1,0.5,continuous,26,25,23,0.9019607843137255,1.0677971710047793,0.28285857071464265
20170707_11_12_03,invisible,P2,0.5,continuous,66,62,58,0.90625,0.8310794474749249,0.30884557721139433
20170707_11_12_03,invisible,P3,0.5,continuous,166,166,137,0.8253012048192772,0.4885021697669974,0.3968015992003998
20170707_11_12_03,invisible,P1,0.5,grid,26,25,23,0.9019607843137255,0.8844863065022708,0.3598200899550225
20170707_11_12_03,invisible,P2,0.5,grid,66,62,58,0.90625,0.6291090649152106,0.40429785107446276
20170707_11_12_03,invisible,P3,0.5,grid,166,166,137,0.8253012048192772,0.007850735233721453,0.5757121439280359
20170707_11_12_03,invisible,P1,1.0,continuous,26,25,23,0.9019607843137255,0.8638763999866801,0.39030484757621187
20170707_11_12_03,invisible,P2,1.0,continuous,66,62,58,0.90625,0.7888172974648072,0.33683158420789605
20170707_11_12_03,invisible,P3,1.0,continuous,166,166,139,0.8373493975903614,0.6620707494855858,0.31284357821089454
20170707_11_12_03,invisible,P1,1.0,grid,26,25,23,0.9019607843137255,0.7855610920381876,0.4272863568215892
20170707_11_12_03,invisible,P2,1.0,grid,66,62,58,0.90625,0.5531756483418833,0.44627686156921537
20170707_11_12_03,invisible,P3,1.0,grid,166,166,139,0.8373493975903614,0.3784931021520338,0.44377811094452774
